ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002697	regulation of immune effector process	88/425	458/18670	2.40623559337178e-56	4.00419477606094e-54	2.93123245010744e-54	CD1A/CD1C/CD1E/CD74/HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/LTA/ULBP3/ULBP2/RAET1L/C8G/BST2/F2RL1/KLRK1/IL7R/CD40LG/TNFSF4/CCL19/CD86/VAV1/RAC2/BCL10/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/SEMA7A/PTAFR/NPPA/IL13RA2/IL20RB/IL2RA/TNFRSF1B/NCR3/SH2D1A/CD28	88
BP	GO:2000257	regulation of protein activation cascade	53/425	116/18670	3.59584643848282e-56	5.72364948316765e-54	4.18994280657998e-54	C8G/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5	53
BP	GO:0006911	phagocytosis, engulfment	53/425	118/18670	1.14688894427906e-55	1.74948351041902e-53	1.28069265444496e-53	F2RL1/MARCO/PPARG/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/TRBC2	53
BP	GO:0002696	positive regulation of leukocyte activation	81/425	380/18670	1.81598572662834e-55	2.65932949807454e-53	1.94673669894558e-53	CD74/HLA-DPB1/HLA-E/HLA-G/CCL5/F2RL1/TNFSF11/KLRK1/IL7R/CD40LG/PDCD1/TNFSF4/CCL19/CCR7/CCL21/CD86/VAV1/CARD11/BCL10/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/PTAFR/CD70/EPO/MDK/NPPA/TNFSF9/IL2RA/LCK/CD3E/CD28/ICOS/CTLA4/TRBC2	81
BP	GO:0050867	positive regulation of cell activation	82/425	394/18670	2.72377062852775e-55	3.83527856578465e-53	2.80757895555937e-53	CD74/HLA-DPB1/HLA-E/HLA-G/CCL5/F2RL1/TNFSF11/KLRK1/IL7R/CD40LG/PDCD1/TNFSF4/CCL19/CCR7/CCL21/CD86/VAV1/CARD11/BCL10/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/PTAFR/CD70/CCN2/EPO/MDK/NPPA/TNFSF9/IL2RA/LCK/CD3E/CD28/ICOS/CTLA4/TRBC2	82
BP	GO:0051249	regulation of lymphocyte activation	89/425	485/18670	3.23583943907835e-55	4.38755858757994e-53	3.21187025804814e-53	CD74/HLA-DOA/HLA-DPB1/HLA-E/HLA-G/IDO1/CCL5/TNFSF11/KLRK1/IL7R/CD40LG/PDCD1/TNFSF4/CCL19/CCR7/CCL21/CD86/VAV1/RAC2/CARD11/BCL10/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/BMP4/CD70/EPO/INHBA/MDK/TNFSF9/IL20RB/IL2RA/SDC4/TNFRSF18/TNFRSF1B/TNFRSF21/LCK/LAT/CD3E/CD28/ICOS/CTLA4/TRBC2	89
BP	GO:0050853	B cell receptor signaling pathway	54/425	129/18670	1.23241609035334e-54	1.61138403813699e-52	1.17959825790963e-52	CD79A/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/CMTM3/LCK/CTLA4/TRBC2	54
BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	55/425	139/18670	5.42623367804204e-54	6.62181383177064e-52	4.84743541905089e-52	VAV1/PIK3R2/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/FCGR3A/CD3G	55
BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	55/425	139/18670	5.42623367804204e-54	6.62181383177064e-52	4.84743541905089e-52	VAV1/PIK3R2/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/FCGR3A/CD3G	55
BP	GO:0099024	plasma membrane invagination	53/425	127/18670	1.53787691929191e-53	1.81618303275087e-51	1.3295194011943e-51	F2RL1/MARCO/PPARG/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/TRBC2	53
BP	GO:0038094	Fc-gamma receptor signaling pathway	55/425	142/18670	2.25376856554712e-53	2.57845209952125e-51	1.88753117364571e-51	VAV1/PIK3R2/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/FCGR3A/CD3G	55
BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	55/425	145/18670	8.99640539144472e-53	9.98055761759974e-51	7.3061716512339e-51	VAV1/PIK3R2/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/FCGR3A/CD3G	55
BP	GO:0050871	positive regulation of B cell activation	54/425	142/18670	6.90155891579115e-52	7.43135505609159e-50	5.44005232185891e-50	CD74/TNFSF4/CARD11/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/CD28/TRBC2	54
BP	GO:0010324	membrane invagination	53/425	135/18670	8.15196241350985e-52	8.5269526845313e-50	6.2420740766304e-50	F2RL1/MARCO/PPARG/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/TRBC2	53
BP	GO:0042742	defense response to bacterium	73/425	330/18670	4.23937132297811e-51	4.31120511483968e-49	3.15597642932815e-49	HLA-E/LTA/HAMP/CAMP/PPBP/REG3G/SLPI/CXCL13/DEFA3/LCN2/DCD/S100A14/BPIFA2/CCL20/ISG15/LYZ/NOS2/F2RL1/DMBT1/KLRK1/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGKV3-20/IGLC2/IGLC3/IGLC6/IGLC7/IFNE/IL22RA1/TRBC2	73
BP	GO:0050864	regulation of B cell activation	57/425	184/18670	7.37128098243214e-49	7.2935836964011e-47	5.3391981170049e-47	CD74/TNFSF4/CARD11/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/INHBA/TNFRSF21/CD28/CTLA4/TRBC2	57
BP	GO:0038095	Fc-epsilon receptor signaling pathway	55/425	169/18670	1.73280247284515e-48	1.66941838239107e-46	1.22208174400658e-46	PSMC1/PSMD6/VAV1/CARD11/BCL10/PIK3R2/IGHE/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/LAT	55
BP	GO:0038093	Fc receptor signaling pathway	61/425	241/18670	2.11892618134201e-46	1.98907403843413e-44	1.4560826066658e-44	PSMC1/PSMD6/VAV1/CARD11/BCL10/PIK3R2/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/FCGR3A/LAT/CD3G	61
BP	GO:0008037	cell recognition	58/425	215/18670	7.48313331476523e-46	6.84893776633888e-44	5.0136993208927e-44	PAEP/CCL19/CCR7/CCL21/CXCR4/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/SEMA3A/TNFRSF21/NCR3/TRBC2	58
BP	GO:0050727	regulation of inflammatory response	80/425	485/18670	8.32323099074769e-46	7.43203625783593e-44	5.4405509890741e-44	HLA-E/LTA/MMP9/C8G/IDO1/TLR7/CCL5/NOS2/TNFSF11/PTGS2/PROC/PIK3CG/TNFSF4/CCL14/CCL18/CCR7/CCL24/PPARG/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/SEMA7A/AGT/MDK/NPPA/OSM/IL1R2/IL20RB/IL2RA/TNFRSF1B/CD28	80
BP	GO:0070613	regulation of protein processing	54/425	180/18670	1.8911552658467e-45	1.64845700672971e-43	1.20673716963552e-43	C8G/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/IL1R2	54
BP	GO:1903317	regulation of protein maturation	54/425	182/18670	3.6829729144529e-45	3.13566600925862e-43	2.29543428156599e-43	C8G/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/IL1R2	54
BP	GO:0042113	B cell activation	66/425	310/18670	5.24534037846449e-45	4.36436161944511e-43	3.19488913961019e-43	CD74/BST2/IL7R/CD40LG/TNFSF4/CD79A/CARD11/IGHA1/IGHA2/IGHD/IGHE/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/IGHV1-18/IGHV1-24/IGHV1-3/IGHV1-45/IGHV1-58/IGHV1-69/IGHV2-26/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-20/IGHV3-21/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-43/IGHV3-48/IGHV3-49/IGHV3-53/IGHV3-64/IGHV3-66/IGHV3-72/IGHV3-73/IGHV3-74/IGHV4-28/IGHV4-31/IGHV4-34/IGHV4-39/IGHV4-4/IGHV4-59/IGHV4-61/IGHV5-51/IGHV6-1/IGKC/IGLC2/IGLC3/IGLC6/IGLC7/CXCR5/CD70/IFNE/IFNK/IL11/INHBA/TNFRSF21/CD28/CTLA4/TRBC2	66
BP	GO:0006898	receptor-mediated endocytosis	60/425	316/18670	7.19125464980749e-38	5.85048517176561e-36	4.28279165810757e-36	CXCL16/CXCL8/MARCO/CD14/ALB/CCL19/CCL21/IGHA1/IGHA2/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/APLN/DKK1/EGF/GREM1	60
BP	GO:0016485	protein processing	60/425	328/18670	6.71373897716097e-37	5.34326052073615e-35	3.91148270843291e-35	CTSE/CTSS/PLAU/C8G/PCSK1/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/CGA/CGB3/IL1R2	60
BP	GO:0051604	protein maturation	60/425	397/18670	4.66146948507068e-32	3.63098718826463e-30	2.65802940850839e-30	CTSE/CTSS/PLAU/C8G/PCSK1/IGHG1/IGHG2/IGHG3/IGHG4/IGHV1-69/IGHV2-5/IGHV2-70/IGHV3-11/IGHV3-13/IGHV3-23/IGHV3-30/IGHV3-33/IGHV3-48/IGHV3-53/IGHV4-34/IGHV4-39/IGHV4-59/IGKC/IGKV1-12/IGKV1-16/IGKV1-17/IGKV1-39/IGKV1-5/IGKV1D-12/IGKV2-30/IGKV2D-30/IGKV3-15/IGKV3-20/IGKV3D-11/IGKV3D-20/IGKV4-1/IGKV5-2/IGLC2/IGLC3/IGLC6/IGLC7/IGLV1-40/IGLV1-44/IGLV1-47/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-23/IGLV2-8/IGLV3-1/IGLV3-19/IGLV3-21/IGLV3-25/IGLV3-27/IGLV6-57/IGLV7-43/C5/CGA/CGB3/IL1R2	60
BP	GO:0060326	cell chemotaxis	52/425	304/18670	1.5867728418523e-30	1.21024486958777e-28	8.85948170034203e-29	CD74/PPBP/CXCL14/CXCL16/CXCL8/CXCL10/CXCL9/CXCL5/CXCL13/PF4/CCL13/CCL8/S100A14/CCL20/CCL5/FGF2/F2RL1/TNFSF11/KLRK1/PIK3CG/CCL15/CCL14/CCL19/CCL18/CCL17/CCL26/CCL22/CCR7/CCR8/CCL21/CCL7/CCL25/CCR1/CCL24/XCL2/CXCR4/CCR4/VAV1/RAC2/C5/CXCR3/CXCR5/FGF1/FGF18/GREM1/HBEGF/IL1RN/MDK/SCG2/VEGFC/FGFR1/MET	52
BP	GO:0030595	leukocyte chemotaxis	44/425	224/18670	1.49400603760947e-28	1.11623593952822e-26	8.17129832814976e-27	CD74/PPBP/CXCL14/CXCL16/CXCL8/CXCL10/CXCL9/CXCL5/CXCL13/PF4/CCL13/CCL8/S100A14/CCL20/CCL5/F2RL1/TNFSF11/KLRK1/PIK3CG/CCL15/CCL14/CCL19/CCL18/CCL17/CCL26/CCL22/CCR7/CCL21/CCL7/CCL25/CCR1/CCL24/XCL2/CXCR4/VAV1/RAC2/C5/CXCR3/CXCR5/GREM1/IL1RN/MDK/SCG2/VEGFC	44
